id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
50,15632263.0,Yobachukwu,714.0,Germany,Female,54.0,5.0,131033.76,1.0,0.0,0.0,53353.36,1.0
51,15622515.0,Echezonachukwu,607.0,Germany,Male,46.0,1.0,99546.25,2.0,1.0,1.0,81778.72,0.0
52,15767954.0,Hsiung,641.0,France,Male,35.0,3.0,0.0,2.0,1.0,0.0,44904.26,0.0
53,15791131.0,Chien,605.0,Spain,Male,32.0,6.0,0.0,2.0,1.0,1.0,127413.0,0.0
54,15759034.0,H?,569.0,Germany,Male,49.0,7.0,127738.75,1.0,1.0,1.0,132973.17,1.0
55,15756475.0,Nnamdi,716.0,Germany,Male,29.0,8.0,97786.08,2.0,0.0,0.0,187985.85,0.0
56,15583840.0,Mazzi,683.0,France,Male,46.0,7.0,0.0,2.0,0.0,1.0,179655.87,0.0
57,15605333.0,Ts'ui,717.0,Germany,Female,31.0,1.0,107959.39,2.0,1.0,1.0,131764.57,0.0
58,15581323.0,Wallace,763.0,France,Male,40.0,2.0,92510.9,1.0,1.0,0.0,167031.0,0.0
59,15691323.0,Tien,637.0,France,Male,37.0,6.0,0.0,2.0,1.0,1.0,106826.92,0.0
60,15571065.0,Chikelu,554.0,France,Female,31.0,6.0,0.0,2.0,0.0,0.0,136615.37,0.0
61,15611185.0,Nwachinemelu,731.0,Germany,Male,32.0,10.0,132405.52,1.0,1.0,1.0,183617.33,0.0
62,15571281.0,Ritchie,595.0,Germany,Male,34.0,4.0,98382.72,2.0,1.0,1.0,189414.74,0.0
63,15648032.0,Tien,718.0,France,Male,38.0,9.0,0.0,2.0,1.0,1.0,51820.87,0.0
64,15721181.0,Udinesi,684.0,France,Male,27.0,8.0,0.0,2.0,1.0,1.0,19116.97,0.0
65,15663625.0,Onyekaozulu,681.0,France,Male,37.0,2.0,0.0,1.0,1.0,1.0,155047.11,0.0
66,15677906.0,Macleod,599.0,Germany,Male,48.0,2.0,117412.19,1.0,1.0,0.0,96961.0,1.0
67,15571529.0,Chukwudi,602.0,France,Female,28.0,4.0,0.0,2.0,1.0,1.0,78616.46,0.0
68,15724691.0,Ting,838.0,France,Female,29.0,3.0,0.0,1.0,1.0,0.0,85982.54,0.0
69,15642394.0,Chukwumaobim,543.0,France,Male,39.0,5.0,62400.48,1.0,0.0,0.0,123587.93,1.0
70,15726557.0,Iweobiegbunam,616.0,Spain,Female,21.0,4.0,0.0,2.0,1.0,1.0,131625.14,0.0
71,15757827.0,Ndukaku,706.0,Spain,Male,27.0,5.0,0.0,2.0,0.0,0.0,157548.47,0.0
72,15651022.0,Trevisano,545.0,Germany,Female,49.0,3.0,104430.08,1.0,1.0,0.0,171762.87,1.0
73,15621815.0,Obiora,613.0,France,Male,24.0,2.0,0.0,2.0,0.0,0.0,1710.89,0.0
74,15781598.0,Hsia,592.0,Spain,Male,45.0,10.0,145747.66,1.0,1.0,1.0,145937.99,0.0
75,15788776.0,Hsueh,731.0,Germany,Female,37.0,7.0,115046.74,1.0,0.0,1.0,198017.07,0.0
76,15761047.0,Nwankwo,647.0,Spain,Female,40.0,5.0,0.0,1.0,1.0,1.0,141453.62,0.0
77,15692577.0,K'ung,641.0,Germany,Male,37.0,8.0,125845.28,1.0,1.0,1.0,139469.11,0.0
78,15734987.0,Hsia,731.0,France,Male,39.0,9.0,0.0,2.0,1.0,0.0,102233.73,0.0
79,15593715.0,Nwagugheuzo,667.0,Spain,Male,44.0,2.0,0.0,2.0,1.0,1.0,131534.96,0.0
80,15699797.0,Cattaneo,719.0,France,Female,29.0,1.0,0.0,2.0,0.0,1.0,151317.27,0.0
81,15759805.0,Okechukwu,583.0,France,Male,29.0,2.0,0.0,2.0,1.0,1.0,95007.8,0.0
82,15780128.0,T'ang,561.0,Spain,Male,34.0,6.0,0.0,2.0,1.0,0.0,82647.65,0.0
83,15642530.0,Pinto,774.0,Spain,Male,41.0,3.0,0.0,2.0,0.0,1.0,91943.94,0.0
84,15642709.0,Nwankwo,598.0,Spain,Female,45.0,7.0,0.0,1.0,1.0,0.0,168895.06,1.0
85,15785869.0,L?,652.0,Germany,Female,37.0,6.0,178074.53,1.0,1.0,0.0,56583.88,1.0
86,15795519.0,Chin,644.0,France,Male,36.0,10.0,0.0,2.0,0.0,1.0,149558.81,0.0
87,15694566.0,Ugoji,667.0,France,Male,50.0,7.0,0.0,1.0,0.0,1.0,122865.55,1.0
88,15680804.0,Chiu,644.0,Spain,Male,35.0,3.0,0.0,2.0,0.0,1.0,108699.59,0.0
89,15743828.0,Chikwendu,542.0,Germany,Female,32.0,3.0,142643.54,1.0,1.0,0.0,98820.09,0.0
90,15679962.0,Nwabugwu,663.0,Spain,Female,42.0,8.0,93577.3,1.0,1.0,1.0,49108.24,0.0
91,15754577.0,Nnaife,567.0,France,Female,45.0,8.0,0.0,1.0,0.0,1.0,128882.66,1.0
92,15635388.0,K'ung,651.0,France,Male,58.0,6.0,133634.02,1.0,1.0,0.0,103560.98,1.0
93,15761886.0,Bellucci,633.0,France,Male,31.0,5.0,0.0,2.0,1.0,1.0,90876.95,0.0
94,15682355.0,Nwachukwu,684.0,Spain,Male,37.0,2.0,0.0,2.0,0.0,1.0,121277.78,0.0
95,15573798.0,Hsiung,543.0,France,Male,36.0,6.0,0.0,2.0,1.0,1.0,143397.14,0.0
96,15569446.0,Scott,653.0,Germany,Male,33.0,2.0,123210.56,2.0,0.0,0.0,176925.69,0.0
97,15624293.0,Yevseyev,727.0,Spain,Male,40.0,8.0,0.0,1.0,1.0,0.0,160129.99,0.0
98,15735330.0,Smith,603.0,Germany,Male,38.0,4.0,141782.57,2.0,1.0,1.0,183479.12,0.0
99,15664547.0,Ku,627.0,France,Female,47.0,2.0,0.0,1.0,1.0,0.0,135635.75,0.0
100,15794566.0,Mazzanti,590.0,Germany,Female,47.0,5.0,107233.85,3.0,1.0,0.0,131736.52,1.0
101,15775886.0,T'ien,686.0,Spain,Male,42.0,6.0,0.0,2.0,1.0,0.0,26136.13,0.0
102,15668767.0,Tuan,687.0,Germany,Male,33.0,0.0,129895.19,1.0,1.0,1.0,51695.41,1.0
103,15785547.0,Teng,575.0,France,Male,37.0,9.0,117565.03,2.0,1.0,1.0,79146.36,0.0
104,15641359.0,De Neeve,653.0,France,Male,41.0,6.0,0.0,1.0,1.0,1.0,91673.6,1.0
105,15782418.0,Chinwenma,682.0,France,Male,38.0,8.0,75900.84,1.0,1.0,1.0,96444.88,0.0
106,15592645.0,Tsao,806.0,France,Male,44.0,8.0,0.0,2.0,1.0,0.0,85422.39,0.0
107,15758845.0,Nnamdi,696.0,France,Male,39.0,4.0,0.0,2.0,1.0,0.0,148537.07,0.0
108,15711489.0,Tsao,651.0,France,Male,39.0,5.0,135422.31,1.0,1.0,1.0,175893.53,0.0
109,15682071.0,Genovese,659.0,Germany,Male,43.0,6.0,92760.55,1.0,1.0,1.0,74588.41,1.0
110,15766288.0,Chineze,691.0,France,Female,32.0,5.0,0.0,2.0,1.0,1.0,153771.8,0.0
111,15730796.0,Okwudilichukwu,459.0,Spain,Male,48.0,6.0,0.0,1.0,1.0,0.0,135655.29,1.0
112,15642885.0,Ritchie,678.0,France,Female,39.0,4.0,0.0,2.0,0.0,1.0,175894.24,0.0
113,15752508.0,Cattaneo,711.0,Germany,Male,36.0,6.0,153855.52,1.0,1.0,1.0,162511.55,0.0
114,15794048.0,Pagnotto,553.0,Spain,Male,35.0,2.0,0.0,2.0,1.0,1.0,59061.25,0.0
115,15680197.0,Tuan,591.0,France,Male,29.0,8.0,88915.85,1.0,1.0,0.0,173870.39,0.0
116,15640442.0,Chiang,679.0,France,Male,46.0,8.0,0.0,2.0,1.0,1.0,123587.83,0.0
117,15730150.0,Udegbunam,754.0,France,Female,37.0,1.0,0.0,2.0,1.0,1.0,152290.28,0.0
118,15786035.0,H?,659.0,France,Male,50.0,4.0,178032.53,2.0,1.0,1.0,83056.22,0.0
119,15809616.0,Onwuamaeze,542.0,Spain,Male,42.0,5.0,90696.78,1.0,1.0,0.0,48988.28,1.0
120,15571221.0,Hs?,592.0,Spain,Male,57.0,8.0,141691.33,1.0,1.0,1.0,104533.51,0.0
121,15589437.0,Iadanza,648.0,Spain,Female,41.0,7.0,0.0,1.0,1.0,0.0,168469.65,0.0
122,15785654.0,Chukwueloka,651.0,France,Female,40.0,0.0,137227.04,1.0,1.0,0.0,183487.98,0.0
123,15784301.0,Iadanza,765.0,France,Male,39.0,7.0,0.0,2.0,1.0,0.0,174916.85,0.0
124,15687540.0,Chia,709.0,Spain,Male,43.0,3.0,0.0,1.0,1.0,0.0,177065.24,1.0
125,15668818.0,Fokine,583.0,Spain,Female,37.0,2.0,0.0,2.0,1.0,0.0,49063.42,0.0
126,15696054.0,Maitland,686.0,France,Male,40.0,9.0,0.0,2.0,0.0,1.0,107876.2,0.0
127,15813422.0,Walker,704.0,Spain,Female,37.0,1.0,98993.02,1.0,1.0,1.0,172097.97,0.0
128,15662736.0,Tung,559.0,Spain,Female,31.0,2.0,119655.77,1.0,1.0,1.0,19842.11,0.0
129,15807163.0,Lucchesi,731.0,Germany,Male,54.0,5.0,118889.66,1.0,0.0,0.0,172097.4,1.0
130,15681270.0,Hsiung,640.0,Spain,Male,30.0,9.0,0.0,2.0,0.0,0.0,60972.84,0.0
131,15654577.0,Onwuamaeze,567.0,Spain,Female,28.0,2.0,0.0,2.0,1.0,0.0,152843.53,0.0
132,15602043.0,Brown,658.0,France,Male,46.0,1.0,0.0,2.0,0.0,1.0,122580.48,0.0
133,15785782.0,Tien,628.0,France,Female,38.0,2.0,0.0,2.0,1.0,1.0,158071.69,0.0
134,15793881.0,Chizoba,751.0,Spain,Male,36.0,3.0,137714.25,1.0,1.0,1.0,119882.86,0.0
135,15659327.0,Walker,589.0,Spain,Male,38.0,4.0,0.0,2.0,1.0,0.0,155711.64,0.0
136,15794878.0,Tuan,663.0,Spain,Male,34.0,2.0,0.0,2.0,0.0,0.0,146651.99,0.0
137,15723886.0,Ch'in,569.0,Spain,Female,33.0,9.0,0.0,2.0,1.0,0.0,96660.76,0.0
138,15572735.0,Hsiao,602.0,Spain,Male,49.0,3.0,0.0,1.0,1.0,0.0,75825.57,1.0
139,15732963.0,Lai,651.0,France,Male,36.0,2.0,0.0,2.0,1.0,1.0,54487.43,0.0
140,15808582.0,Zikoranachidimma,643.0,France,Female,47.0,7.0,0.0,2.0,0.0,0.0,158071.69,1.0
141,15604891.0,Nwankwo,637.0,France,Male,35.0,5.0,0.0,2.0,1.0,1.0,168035.65,0.0
142,15796838.0,Hsueh,850.0,France,Female,42.0,1.0,0.0,1.0,1.0,1.0,94738.54,0.0
143,15794868.0,Milanesi,743.0,Spain,Male,44.0,6.0,106327.06,1.0,1.0,1.0,177747.03,0.0
144,15672357.0,Lettiere,584.0,France,Female,24.0,1.0,0.0,2.0,1.0,1.0,38773.74,0.0
145,15734177.0,Chidubem,627.0,Spain,Female,39.0,3.0,0.0,1.0,1.0,0.0,128882.66,0.0
146,15572762.0,Mazzanti,714.0,France,Male,29.0,9.0,0.0,2.0,0.0,0.0,53817.23,0.0
147,15658935.0,Tuan,653.0,France,Male,27.0,4.0,0.0,1.0,1.0,0.0,136491.72,1.0
148,15646513.0,Olague,850.0,Germany,Male,31.0,3.0,116880.53,1.0,1.0,0.0,144593.3,0.0
149,15702801.0,Gadsden,577.0,Germany,Female,31.0,0.0,116939.05,1.0,1.0,1.0,187925.75,1.0
150,15811594.0,Ts'ui,646.0,Germany,Male,38.0,4.0,122917.71,2.0,1.0,1.0,47729.33,0.0
151,15639882.0,Chinomso,714.0,Spain,Male,45.0,3.0,0.0,1.0,0.0,1.0,123866.13,0.0
152,15660147.0,Chukwueloka,602.0,Spain,Male,41.0,6.0,0.0,2.0,1.0,1.0,78854.57,0.0
153,15780572.0,Ch'in,535.0,France,Male,39.0,4.0,0.0,1.0,0.0,0.0,27011.8,0.0
154,15681671.0,Onochie,724.0,France,Male,32.0,7.0,142767.39,1.0,1.0,1.0,146853.21,0.0
155,15794413.0,Yocum,748.0,Spain,Male,40.0,5.0,0.0,2.0,1.0,0.0,153419.62,0.0
156,15726487.0,Trevisani,543.0,France,Female,32.0,5.0,0.0,2.0,1.0,1.0,173425.68,0.0
157,15791958.0,Ch'iu,711.0,France,Male,27.0,9.0,144581.96,1.0,0.0,1.0,131716.71,0.0
158,15783882.0,Macleod,584.0,France,Female,64.0,6.0,0.0,1.0,1.0,1.0,141756.32,1.0
159,15694558.0,Trevisano,599.0,Spain,Male,32.0,2.0,103607.24,1.0,1.0,1.0,118716.63,0.0
160,15772482.0,Galkin,685.0,Spain,Female,24.0,5.0,0.0,2.0,1.0,1.0,171867.08,0.0
161,15805312.0,Aksenov,595.0,France,Female,43.0,9.0,0.0,1.0,0.0,1.0,100478.6,0.0
162,15693877.0,Ch'ien,636.0,Germany,Female,35.0,8.0,125977.81,1.0,1.0,1.0,159475.08,0.0
163,15692599.0,Iqbal,535.0,Spain,Female,37.0,5.0,156067.05,1.0,1.0,1.0,25408.77,0.0
164,15739046.0,Dike,696.0,Spain,Male,35.0,3.0,92618.62,1.0,1.0,0.0,145562.4,0.0
165,15581288.0,Yobanna,661.0,France,Female,27.0,5.0,0.0,2.0,1.0,1.0,120892.96,0.0
166,15782939.0,Toscani,554.0,Spain,Male,37.0,8.0,0.0,2.0,1.0,1.0,146723.72,0.0
167,15667932.0,Ts'ai,675.0,France,Male,60.0,7.0,0.0,2.0,0.0,1.0,92887.06,0.0
168,15658946.0,Chukwukadibia,595.0,Spain,Male,37.0,7.0,0.0,2.0,1.0,0.0,136983.77,0.0
169,15761047.0,Achebe,673.0,Spain,Male,32.0,9.0,0.0,2.0,1.0,0.0,146041.45,0.0
170,15654964.0,Hsieh,704.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,143783.46,0.0
171,15658670.0,Bogle,572.0,France,Male,36.0,3.0,0.0,2.0,1.0,0.0,116971.05,0.0
172,15702432.0,Chigozie,668.0,Spain,Female,34.0,2.0,148659.48,1.0,0.0,0.0,132436.71,0.0
173,15643438.0,H?,661.0,France,Female,38.0,1.0,0.0,1.0,1.0,0.0,51380.9,1.0
174,15573741.0,Kuo,604.0,Germany,Female,43.0,2.0,109052.04,1.0,1.0,1.0,105886.77,1.0
175,15637646.0,Hsia,652.0,France,Male,57.0,7.0,116922.92,1.0,0.0,0.0,179631.85,1.0
176,15704081.0,Chijindum,669.0,France,Male,40.0,2.0,0.0,2.0,0.0,1.0,112554.68,0.0
177,15599211.0,Hsia,628.0,France,Female,38.0,4.0,0.0,2.0,1.0,1.0,155047.11,0.0
178,15772996.0,Hsing,624.0,France,Female,27.0,7.0,0.0,2.0,1.0,0.0,153353.42,0.0
179,15763063.0,Chinonyelum,640.0,France,Male,29.0,9.0,0.0,2.0,1.0,1.0,94670.77,0.0
180,15672756.0,Chiekwugo,823.0,Germany,Male,44.0,3.0,105770.7,1.0,1.0,1.0,57769.2,1.0
181,15711299.0,Aksenov,594.0,Spain,Male,39.0,4.0,130666.2,1.0,1.0,0.0,94722.95,0.0
182,15716347.0,Galkin,673.0,France,Male,39.0,2.0,0.0,2.0,1.0,0.0,93844.89,0.0
183,15727391.0,Hsiung,752.0,Germany,Female,47.0,3.0,123825.05,2.0,1.0,1.0,170526.65,0.0
184,15679429.0,Chukwukadibia,683.0,France,Female,31.0,5.0,0.0,2.0,1.0,1.0,136071.05,0.0
185,15643487.0,Chiu,681.0,France,Female,43.0,4.0,0.0,1.0,1.0,0.0,53534.8,1.0
186,15773869.0,Biryukova,675.0,Spain,Male,27.0,3.0,0.0,2.0,1.0,1.0,166520.96,0.0
187,15673747.0,Macleod,635.0,Spain,Male,39.0,7.0,0.0,2.0,1.0,0.0,183569.25,0.0
188,15627801.0,Smith,704.0,France,Male,37.0,6.0,0.0,2.0,1.0,0.0,58844.84,0.0
189,15757837.0,Chiu,663.0,Germany,Female,35.0,2.0,117413.95,2.0,1.0,1.0,130824.57,0.0
190,15804052.0,Pagnotto,699.0,Spain,Male,38.0,3.0,170833.46,1.0,1.0,1.0,61793.47,0.0
191,15714658.0,Folliero,741.0,France,Male,34.0,8.0,0.0,2.0,1.0,1.0,133617.41,0.0
192,15781495.0,Tuan,623.0,France,Male,61.0,2.0,98775.23,2.0,1.0,0.0,184524.74,0.0
193,15618581.0,Hsueh,682.0,France,Male,39.0,1.0,0.0,1.0,1.0,1.0,85421.48,0.0
194,15793331.0,L?,684.0,France,Male,55.0,7.0,0.0,2.0,1.0,1.0,131363.57,0.0
195,15621267.0,Ch'iu,636.0,France,Male,36.0,2.0,0.0,2.0,1.0,1.0,163666.85,0.0
196,15588928.0,Onyemachukwu,607.0,Germany,Female,49.0,8.0,116968.91,1.0,1.0,1.0,118429.02,1.0
197,15627298.0,Ngozichukwuka,844.0,France,Female,58.0,4.0,0.0,2.0,1.0,0.0,125920.54,1.0
198,15666884.0,Tsai,694.0,Spain,Male,30.0,2.0,157780.93,1.0,1.0,1.0,49826.68,0.0
199,15664506.0,Palermo,652.0,Spain,Male,31.0,4.0,0.0,2.0,1.0,0.0,16081.62,0.0
200,15750874.0,O'Donnell,731.0,France,Male,40.0,3.0,0.0,2.0,1.0,1.0,55775.84,0.0
201,15700946.0,Hsueh,731.0,France,Male,67.0,9.0,0.0,2.0,1.0,1.0,158891.79,0.0
202,15794849.0,Lettiere,744.0,Spain,Female,41.0,4.0,123916.67,1.0,1.0,1.0,172649.65,0.0
203,15696054.0,Hales,567.0,France,Male,38.0,3.0,0.0,2.0,1.0,1.0,187925.75,0.0
204,15703763.0,Young,774.0,Spain,Male,27.0,8.0,137657.25,1.0,1.0,1.0,61312.15,0.0
205,15663885.0,K'ung,627.0,France,Female,34.0,10.0,0.0,2.0,1.0,0.0,94733.94,0.0
206,15752409.0,Chiang,588.0,France,Male,33.0,8.0,0.0,2.0,1.0,1.0,51705.01,0.0
207,15711249.0,Tsai,652.0,Spain,Male,31.0,10.0,0.0,2.0,0.0,0.0,146652.11,0.0
208,15636396.0,Ch'in,684.0,France,Female,35.0,6.0,0.0,2.0,1.0,0.0,81898.81,0.0
209,15589323.0,Brown,683.0,France,Female,34.0,2.0,0.0,2.0,0.0,1.0,73334.43,0.0
210,15705918.0,Kambinachi,753.0,France,Male,29.0,9.0,0.0,2.0,1.0,0.0,159899.97,0.0
211,15586880.0,Hazon,645.0,Spain,Female,37.0,2.0,0.0,2.0,1.0,1.0,79377.45,0.0
212,15648069.0,Pirozzi,744.0,France,Male,29.0,7.0,0.0,2.0,1.0,0.0,122964.18,0.0
213,15787035.0,Udegbulam,659.0,Spain,Male,42.0,9.0,0.0,2.0,1.0,0.0,164039.51,0.0
214,15649418.0,Fiorentini,705.0,Germany,Female,28.0,2.0,98862.54,2.0,1.0,0.0,122433.09,0.0
215,15744607.0,Chukwuebuka,598.0,France,Male,33.0,4.0,0.0,2.0,1.0,1.0,125083.59,0.0
216,15633546.0,Martin,621.0,France,Male,31.0,5.0,0.0,2.0,1.0,1.0,106981.03,0.0
217,15668057.0,Onwuamaeze,634.0,Spain,Male,38.0,4.0,0.0,1.0,0.0,0.0,127734.14,0.0
218,15582960.0,Chukwuebuka,592.0,France,Female,59.0,3.0,0.0,1.0,1.0,0.0,54132.93,1.0
219,15769915.0,Chiang,751.0,France,Male,29.0,10.0,0.0,2.0,1.0,1.0,94739.2,0.0
220,15762723.0,Chukwudi,687.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,143613.83,0.0
221,15757537.0,Tsou,619.0,France,Female,41.0,7.0,0.0,1.0,1.0,0.0,67976.57,1.0
222,15802088.0,Maclean,667.0,France,Female,39.0,3.0,0.0,2.0,1.0,1.0,91830.75,0.0
223,15612043.0,Chizuoke,656.0,Germany,Male,40.0,9.0,146053.66,2.0,0.0,0.0,123882.73,0.0
224,15677906.0,Trevisani,695.0,Spain,Male,29.0,3.0,0.0,1.0,0.0,1.0,174822.74,0.0
225,15703437.0,Piazza,670.0,Germany,Female,31.0,3.0,146652.01,2.0,1.0,1.0,128528.83,0.0
226,15793343.0,Y?,516.0,France,Male,35.0,2.0,0.0,2.0,1.0,0.0,172524.51,0.0
227,15607593.0,Hsia,607.0,Germany,Female,48.0,9.0,107569.92,1.0,0.0,0.0,140763.18,1.0
228,15630195.0,Dickson,549.0,Spain,Female,33.0,3.0,0.0,2.0,1.0,1.0,94820.85,0.0
229,15742126.0,Hs?,639.0,Germany,Female,57.0,4.0,129674.89,1.0,1.0,1.0,166677.54,1.0
230,15791302.0,Chukwuhaenye,619.0,Spain,Female,56.0,4.0,95740.74,1.0,1.0,0.0,134790.74,1.0
231,15748034.0,Chikwado,757.0,Spain,Male,30.0,8.0,0.0,1.0,1.0,1.0,47722.79,0.0
232,15751561.0,Chukwumaobim,583.0,Spain,Female,28.0,7.0,125561.97,1.0,1.0,0.0,72547.03,0.0
233,15765694.0,Onyemauchechi,573.0,Spain,Female,30.0,3.0,0.0,2.0,1.0,0.0,177747.03,0.0
234,15801125.0,Chikwendu,681.0,France,Male,32.0,6.0,141136.89,1.0,0.0,1.0,63736.17,0.0
235,15752312.0,Ts'ai,584.0,France,Female,33.0,1.0,0.0,2.0,1.0,0.0,90857.71,1.0
236,15628303.0,Chidiegwu,686.0,France,Male,39.0,5.0,170935.94,1.0,1.0,0.0,62678.53,0.0
237,15583076.0,Maclean,707.0,Germany,Male,37.0,1.0,101438.0,1.0,1.0,1.0,71133.12,0.0
238,15572374.0,Mazzanti,700.0,France,Male,48.0,9.0,0.0,2.0,1.0,1.0,135814.7,0.0
239,15757912.0,Onyemauchechukwu,663.0,France,Male,41.0,8.0,128140.17,1.0,1.0,1.0,174770.14,0.0
240,15585047.0,P'an,631.0,France,Male,25.0,9.0,0.0,2.0,1.0,1.0,141364.27,0.0
